"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Mixed","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
