"Status","Year","Age","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Birmingham","10","10","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Bradford","15","15","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
