"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Heterosexual / straight","75","[c]","28460","28050"
"New entrant CS","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Heterosexual / straight","50","[c]","38960","36850"
"New entrant CS","2023","Mixed","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Delivery","Heterosexual / straight","490","[c]","26010","23640"
"New entrant CS","2023","Mixed","Operational Delivery","LGBO","90","[c]","26380","23640"
"New entrant CS","2023","Mixed","Operational Delivery","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Research","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Other","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Other","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Policy","Heterosexual / straight","75","[c]","38500","33950"
"New entrant CS","2023","Mixed","Policy","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Policy","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Heterosexual / straight","35","[c]","32050","29100"
"New entrant CS","2023","Mixed","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Heterosexual / straight","120","[c]","26030","25480"
"New entrant CS","2023","Other ethnicity","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
