"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
