"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Birmingham","20","20","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Coventry","5","5","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","West Yorkshire","Leeds","15","15","[c]","[c]"
"In post","2023","Asian","Commercial","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Greater Manchester","Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - East","Tower Hamlets","25","25","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Inner London - West","Westminster","110","110","43360","41020"
"In post","2023","Asian","Communications","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
