"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","AO","5","5","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Delivery","AO","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","AO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","AA","70","60","21990","23230"
"In post","2023","16-19","Unknown","Operational Delivery","AO","275","260","23900","22500"
"In post","2023","16-19","Unknown","Operational Delivery","EO","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","Unknown","Operational Research","AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Other","AA","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Other","AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Other","Unknown","30","30","19620","17650"
"In post","2023","16-19","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Science and Engineering","AO","40","40","19160","18280"
"In post","2023","16-19","Unknown","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","16-19","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Economics","EO","20","20","[c]","[c]"
"In post","2023","16-19","White","Finance","AO","15","15","[c]","[c]"
"In post","2023","16-19","White","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Human Resources","AO","15","15","[c]","[c]"
"In post","2023","16-19","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Operational Delivery","AA","95","90","22050","23230"
"In post","2023","16-19","White","Operational Delivery","AO","315","305","24340","22520"
"In post","2023","16-19","White","Operational Delivery","EO","25","25","[c]","[c]"
"In post","2023","16-19","White","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Operational Delivery","Unknown","20","15","[c]","[c]"
"In post","2023","16-19","White","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Other","AA","5","5","[c]","[c]"
"In post","2023","16-19","White","Other","AO","20","20","[c]","[c]"
