"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Prison and Probation Service","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Defence Equipment and Support","50","50","18690","18280"
"In post","2023","16-19","Unknown","Defence Science and Technology Laboratory","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
