"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","London","20","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","North East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","South West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Education","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","East of England","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department for Work and Pensions","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","London","35","35","51410","45960"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","North West (England)","35","35","43220","41780"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Home Office","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","South East (England)","95","95","45590","49260"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","South West (England)","100","100","42470","39890"
"In post","2023","Declared disabled","Analysis","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","London","55","50","45880","43650"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Ministry of Justice","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","South East (England)","70","65","41070","39300"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Wales","105","100","37510","37690"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","East of England","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","London","90","90","67460","61650"
"In post","2023","Declared disabled","Commercial","Cabinet Office","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","North West (England)","45","45","52460","41940"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","South East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","South West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","20","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Education","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
