"Status","Year","Organisation","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","55","50","32300","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Nottingham","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Nottingham","Undeclared","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Nottingham","Unknown","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Suffolk CC","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Suffolk CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","55","50","32910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Eastern Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Eastern Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Essex","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","35","35","34700","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Heterosexual / straight","100","90","33360","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","Unknown","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","Heterosexual / straight","120","115","44430","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","Undeclared","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent","West Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","95","85","31570","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Undeclared","15","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","Unknown","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Heterosexual / straight","70","65","33650","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Heterosexual / straight","50","45","33940","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Heterosexual / straight","50","40","35710","33150"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","Unknown","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","50","45","31650","26850"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Heterosexual / straight","140","135","26440","22150"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","East Cumbria","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Heterosexual / straight","160","150","28160","22150"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","LGBO","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Undeclared","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Devon CC","Unknown","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Heterosexual / straight","40","40","33330","31430"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","65","65","30800","25920"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","30","30","31090","26650"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","West Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
