"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","AO","25","20","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","EO","65","60","27470","28120"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Luton","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","85","75","25200","24480"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","115","105","31080","31280"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","30","30","37330","36990"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AO","25","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","40","40","28210","28120"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G7","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","35","30","26200","25700"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","40","40","28640","28120"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AO","30","25","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","AO","15","15","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","EO","10","10","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","AO","5","5","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","EO","15","15","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","AO","5","5","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","AO","45","35","22270","21690"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","EO","55","50","28140","28120"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","AA","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","AO","235","210","22860","22520"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","EO","215","200","27940","28080"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","G6","20","20","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","G7","50","50","55580","56870"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","HEO","195","185","34380","35000"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","SEO","100","100","41790","42140"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","Unknown","20","15","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","AO","10","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","10","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","10","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","AO","10","10","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","EO","10","10","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","G7","5","5","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","AO","5","5","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","AO","20","20","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","EO","20","20","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","HEO","15","15","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","SEO","10","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","AA","5","5","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","AO","135","105","22390","22400"
"In post","2023","Asian","East Anglia","Peterborough","EO","45","45","26520","26180"
"In post","2023","Asian","East Anglia","Peterborough","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","HEO","15","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","SEO","10","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","East Anglia","Suffolk CC","AA","[c]","[c]","[c]","[c]"
