"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Accountant in Bankruptcy","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Active Travel England","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","HEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scotland","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","AO","30","30","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","EO","60","55","28890","28370"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","G6","55","50","68220","66560"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","G7","125","120","57510","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","HEO","65","65","36000","35650"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","SCS level","30","30","89130","77390"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","SEO","80","80","42200","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
