"Status","Year","Age","Function_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","Digital, Data & Technology","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Devon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","East Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","East Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Devon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","East Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Inner London - West","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","West Midlands","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","West Yorkshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Derbyshire and Nottinghamshire","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Derbyshire and Nottinghamshire","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Devon","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Devon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
