"Status","Year","Age","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Declared disabled","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Declared disabled","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
