"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Human Resources","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Wales","East Wales","15","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","West Midlands (England)","West Midlands","40","40","35800","32770"
"In post","2023","Asian","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Yorkshire and The Humber","West Yorkshire","25","20","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inspector of Education and Training","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Inner London - East","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Inner London - West","30","30","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Outer London - South","30","30","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","London","Outer London - West and North West","75","70","30690","30200"
"In post","2023","Asian","Intelligence Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Inner London - West","55","55","47740","44960"
"In post","2023","Asian","Internal Audit","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
